CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Depth,Keep or Not Keep,Category,Flag,NEW_CHARACTERISTIC_NAME
1205,"        Pampangan (Kapampangan, Pampango)",8,Keep,remove,Category,"Pampangan (Kapampangan, Pampango)"
1206,        Pangasinan,8,Keep,remove,Category,Pangasinan
1207,"        Tagalog (Pilipino, Filipino)",8,Keep,remove,Category,"Tagalog (Pilipino, Filipino)"
1208,        Waray-Waray,8,Keep,remove,Category,Waray-Waray
1209,"        Austronesian languages, n.i.e.",8,Keep,remove,Category,"Austronesian languages, n.i.e."
1210,      Creole languages,6,No Keep,remove,Category,Creole languages
1211,        Haitian Creole,8,Keep,remove,Category,Haitian Creole
1212,        Jamaican English Creole,8,Keep,remove,Category,Jamaican English Creole
1213,        Krio,8,Keep,remove,Category,Krio
1214,        Morisyen,8,Keep,remove,Category,Morisyen
1215,        Sango,8,Keep,remove,Category,Sango
1216,"        Creole, n.o.s.",8,Keep,remove,Category,"Creole, n.o.s."
1217,"        Creole languages, n.i.e.",8,Keep,remove,Category,"Creole languages, n.i.e."
1218,      Dravidian languages,6,No Keep,remove,Category,Dravidian languages
1219,        Kannada,8,Keep,remove,Category,Kannada
1220,        Malayalam,8,Keep,remove,Category,Malayalam
1221,        Tamil,8,Keep,remove,Category,Tamil
1222,        Telugu,8,Keep,remove,Category,Telugu
1223,        Tulu,8,Keep,remove,Category,Tulu
1224,"        Dravidian languages, n.i.e.",8,Keep,remove,Category,"Dravidian languages, n.i.e."
1225,      Georgian,6,Keep,remove,Category,Georgian
1226,      Hmong-Mien languages,6,Keep,remove,Category,Hmong-Mien languages
1227,      Indo-European languages,6,No Keep,remove,Category,Indo-European languages
1228,        Albanian,8,Keep,remove,Category,Albanian
1229,        Armenian,8,Keep,remove,Category,Armenian
1230,        Balto-Slavic languages,8,Keep,remove,Category,Balto-Slavic languages
1231,        Baltic languages,8,No Keep,remove,Category,Baltic languages
1232,            Latvian,12,Keep,remove,Category,Latvian
1233,            Lithuanian,12,Keep,remove,Category,Lithuanian
1234,          Slavic languages,10,No Keep,remove,Category,Slavic languages
1235,            Belarusian,12,Keep,remove,Category,Belarusian
1236,            Bulgarian,12,Keep,remove,Category,Bulgarian
1237,            Czech,12,Keep,remove,Category,Czech
1238,            Macedonian,12,Keep,remove,Category,Macedonian
1239,            Polish,12,Keep,remove,Category,Polish
1240,            Russian,12,Keep,remove,Category,Russian
1241,            Rusyn,12,Keep,remove,Category,Rusyn
1242,            Serbo-Croatian,12,No Keep,remove,Category,Serbo-Croatian
1243,              Bosnian,14,Keep,remove,Category,Bosnian
1244,              Croatian,14,Keep,remove,Category,Croatian
1245,              Serbian,14,Keep,remove,Category,Serbian
1246,"              Serbo-Croatian, n.i.e.",14,Keep,remove,Category,"Serbo-Croatian, n.i.e."
1247,            Slovak,12,Keep,remove,Category,Slovak
1248,            Slovene (Slovenian),12,Keep,remove,Category,Slovene (Slovenian)
1249,            Ukrainian,12,Keep,remove,Category,Ukrainian
1250,"            Slavic languages, n.i.e.",12,Keep,remove,Category,"Slavic languages, n.i.e."
1251,        Celtic languages,8,No Keep,remove,Category,Celtic languages
1252,          Irish,10,Keep,remove,Category,Irish
1253,          Scottish Gaelic,10,Keep,remove,Category,Scottish Gaelic
1254,          Welsh,10,Keep,remove,Category,Welsh
1255,"          Celtic languages, n.i.e.",10,Keep,remove,Category,"Celtic languages, n.i.e."
1256,        Germanic languages,8,No Keep,remove,Category,Germanic languages
1257,          Frisian,10,Keep,remove,Category,Frisian
1258,          High German languages,10,No Keep,remove,Category,High German languages
1259,            German,12,Keep,remove,Category,German
1260,            Pennsylvania German,12,Keep,remove,Category,Pennsylvania German
1261,            Swiss German,12,Keep,remove,Category,Swiss German
1262,            Yiddish,12,Keep,remove,Category,Yiddish
1263,          Low Saxon-Low Franconian languages,10,No Keep,remove,Category,Low Saxon-Low Franconian languages
1264,            Afrikaans,12,Keep,remove,Category,Afrikaans
1265,            Dutch,12,Keep,remove,Category,Dutch
1266,"            Low German, n.o.s.",12,Keep,remove,Category,"Low German, n.o.s."
1267,            Low Saxon,12,Keep,remove,Category,Low Saxon
1268,            Plautdietsch,12,Keep,remove,Category,Plautdietsch
1269,            Vlaams (Flemish),12,Keep,remove,Category,Vlaams (Flemish)
1270,          Scandinavian languages,10,No Keep,remove,Category,Scandinavian languages
1271,            Danish,12,Keep,remove,Category,Danish
1272,            Icelandic,12,Keep,remove,Category,Icelandic
1273,            Norwegian,12,Keep,remove,Category,Norwegian
1274,            Swedish,12,Keep,remove,Category,Swedish
1275,"          Germanic languages, n.i.e.",10,Keep,remove,Category,"Germanic languages, n.i.e."
1276,        Greek,8,Keep,remove,Category,Greek
1277,        Indo-Iranian languages,8,No Keep,remove,Category,Indo-Iranian languages
1278,          Indo-Aryan languages,10,No Keep,remove,Category,Indo-Aryan languages
1279,            Assamese,12,Keep,remove,Category,Assamese
1280,            Bengali,12,Keep,remove,Category,Bengali
1281,            Gujarati,12,Keep,remove,Category,Gujarati
1282,            Hindi,12,Keep,remove,Category,Hindi
1283,            Kacchi,12,Keep,remove,Category,Kacchi
1284,            Kashmiri,12,Keep,remove,Category,Kashmiri
1285,            Konkani,12,Keep,remove,Category,Konkani
1286,            Marathi,12,Keep,remove,Category,Marathi
1287,            Nepali,12,Keep,remove,Category,Nepali
1288,            Oriya languages,12,No Keep,remove,Category,Oriya languages
1289,              Odia,14,Keep,remove,Category,Odia
1290,"              Oriya, n.o.s.",14,Keep,remove,Category,"Oriya, n.o.s."
1291,            Punjabi (Panjabi),12,Keep,remove,Category,Punjabi (Panjabi)
1292,            Rohingya,12,Keep,remove,Category,Rohingya
1293,            Sindhi,12,Keep,remove,Category,Sindhi
1294,            Sinhala (Sinhalese),12,Keep,remove,Category,Sinhala (Sinhalese)
1295,            Urdu,12,Keep,remove,Category,Urdu
1296,"            Indo-Aryan languages, n.i.e.",12,Keep,remove,Category,"Indo-Aryan languages, n.i.e."
1297,          Iranian languages,10,No Keep,remove,Category,Iranian languages
1298,            Baluchi,12,Keep,remove,Category,Baluchi
1299,            Kurdish,12,Keep,remove,Category,Kurdish
1300,            Parsi,12,Keep,remove,Category,Parsi
1301,            Pashto,12,Keep,remove,Category,Pashto
1302,            Persian languages,12,No Keep,remove,Category,Persian languages
1303,              Dari,14,Keep,remove,Category,Dari
1304,              Iranian Persian,14,Keep,remove,Category,Iranian Persian
1305,"              Persian (Farsi), n.o.s.",14,Keep,remove,Category,"Persian (Farsi), n.o.s."
1306,"            Iranian languages, n.i.e.",12,Keep,remove,Category,"Iranian languages, n.i.e."
1307,"          Indo-Iranian languages, n.i.e.",10,Keep,remove,Category,"Indo-Iranian languages, n.i.e."
1308,        Italic (Romance) languages,8,No Keep,remove,Category,Italic (Romance) languages
1309,          Catalan,10,Keep,remove,Category,Catalan
1310,          Italian,10,Keep,remove,Category,Italian
1311,          Portuguese,10,Keep,remove,Category,Portuguese
1312,          Romanian,10,Keep,remove,Category,Romanian
1313,          Spanish,10,Keep,remove,Category,Spanish
1314,"          Italic (Romance) languages, n.i.e.",10,Keep,remove,Category,"Italic (Romance) languages, n.i.e."
1315,"        Indo-European languages, n.i.e.",8,Keep,remove,Category,"Indo-European languages, n.i.e."
1316,      Japanese,6,Keep,remove,Category,Japanese
1317,      Korean,6,Keep,remove,Category,Korean
1318,      Mongolian,6,Keep,remove,Category,Mongolian
1319,      Niger-Congo languages,6,No Keep,remove,Category,Niger-Congo languages
1320,        Akan (Twi),8,Keep,remove,Category,Akan (Twi)
1321,        Bamanankan,8,Keep,remove,Category,Bamanankan
1322,        Edo,8,Keep,remove,Category,Edo
1323,        Éwé,8,Keep,remove,Category,Éwé
1324,"        Fulah (Pular, Pulaar, Fulfulde)",8,Keep,remove,Category,"Fulah (Pular, Pulaar, Fulfulde)"
1325,        Ga,8,Keep,remove,Category,Ga
1326,        Ganda,8,Keep,remove,Category,Ganda
1327,        Gikuyu,8,Keep,remove,Category,Gikuyu
1328,        Igbo,8,Keep,remove,Category,Igbo
1329,        Kinyarwanda (Rwanda),8,Keep,remove,Category,Kinyarwanda (Rwanda)
1330,        Lingala,8,Keep,remove,Category,Lingala
1331,        Luba-Kasai,8,Keep,remove,Category,Luba-Kasai
1332,        Mòoré,8,Keep,remove,Category,Mòoré
1333,        Mwani,8,Keep,remove,Category,Mwani
1334,        Ndebele,8,Keep,remove,Category,Ndebele
1335,        Rundi (Kirundi),8,Keep,remove,Category,Rundi (Kirundi)
1336,        Shona,8,Keep,remove,Category,Shona
1337,        Soninke,8,Keep,remove,Category,Soninke
1338,        Sotho-Tswana languages,8,Keep,remove,Category,Sotho-Tswana languages
1339,        Swahili,8,Keep,remove,Category,Swahili
1340,        Wojenaka,8,Keep,remove,Category,Wojenaka
1341,        Wolof,8,Keep,remove,Category,Wolof
1342,        Yoruba,8,Keep,remove,Category,Yoruba
1343,"        Niger-Congo languages, n.i.e.",8,Keep,remove,Category,"Niger-Congo languages, n.i.e."
1344,      Nilo-Saharan languages,6,No Keep,remove,Category,Nilo-Saharan languages
1345,        Dinka,8,Keep,remove,Category,Dinka
1346,        Nuer,8,Keep,remove,Category,Nuer
1347,"        Nilo-Saharan languages, n.i.e.",8,Keep,remove,Category,"Nilo-Saharan languages, n.i.e."
1348,"        African, n.o.s.",8,Keep,remove,Category,"African, n.o.s."
1349,      Sign languages,6,No Keep,remove,Category,Sign languages
1350,        American Sign Language,8,Keep,remove,Category,American Sign Language
1351,        Quebec Sign Language,8,Keep,remove,Category,Quebec Sign Language
1352,"        Sign languages, n.i.e.",8,Keep,remove,Category,"Sign languages, n.i.e."
1353,      Sino-Tibetan languages,6,No Keep,remove,Category,Sino-Tibetan languages
1354,        Chinese languages,8,No Keep,remove,Category,Chinese languages
1355,          Hakka,10,Keep,remove,Category,Hakka
1356,          Mandarin,10,Keep,remove,Category,Mandarin
1357,          Min Dong,10,Keep,remove,Category,Min Dong
1358,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",10,Keep,remove,Category,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)"
1359,          Wu (Shanghainese),10,Keep,remove,Category,Wu (Shanghainese)
1360,          Yue (Cantonese),10,Keep,remove,Category,Yue (Cantonese)
1361,"          Chinese, n.o.s.",10,Keep,remove,Category,"Chinese, n.o.s."
1362,"          Chinese languages, n.i.e.",10,Keep,remove,Category,"Chinese languages, n.i.e."
1363,        Tibeto-Burman languages,8,No Keep,remove,Category,Tibeto-Burman languages
1364,          Burmese,10,Keep,remove,Category,Burmese
1365,          Kuki-Chin languages,10,Keep,remove,Category,Kuki-Chin languages
1366,          Karenic languages,10,No Keep,remove,Category,Karenic languages
1367,            S'gaw Karen,12,Keep,remove,Category,S'gaw Karen
1368,"            Karenic languages, n.i.e.",12,Keep,remove,Category,"Karenic languages, n.i.e."
1369,          Tibetan,10,Keep,remove,Category,Tibetan
1370,"          Tibeto-Burman languages, n.i.e.",10,Keep,remove,Category,"Tibeto-Burman languages, n.i.e."
1371,"        Sino-Tibetan languages, n.i.e.",8,Keep,remove,Category,"Sino-Tibetan languages, n.i.e."
1372,      Tai-Kadai languages,6,No Keep,remove,Category,Tai-Kadai languages
1373,        Lao,8,Keep,remove,Category,Lao
1374,        Thai,8,Keep,remove,Category,Thai
1375,"        Tai-Kadai languages, n.i.e.",8,Keep,remove,Category,"Tai-Kadai languages, n.i.e."
1376,      Turkic languages,6,No Keep,remove,Category,Turkic languages
1377,        Azerbaijani,8,Keep,remove,Category,Azerbaijani
1378,        Kazakh,8,Keep,remove,Category,Kazakh
1379,        Turkish,8,Keep,remove,Category,Turkish
1380,        Uyghur,8,Keep,remove,Category,Uyghur
1381,        Uzbek,8,Keep,remove,Category,Uzbek
1382,"        Turkic languages, n.i.e.",8,Keep,remove,Category,"Turkic languages, n.i.e."
1383,      Uralic languages,6,No Keep,remove,Category,Uralic languages
1384,        Estonian,8,Keep,remove,Category,Estonian
1385,        Finnish,8,Keep,remove,Category,Finnish
1386,        Hungarian,8,Keep,remove,Category,Hungarian
1387,"      Other languages, n.i.e.",6,Keep,remove,Category,"Other languages, n.i.e."
